Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
MNI_MNI.img	Pons_L	389	156.5096	221.2740	193.1270	11.5511	
MNI_MNI.img	Pons_R	802	137.3715	230.9890	182.3858	12.3059	
MNI_MNI.img	Medulla_L	1951	0.0000e+00	227.3046	176.6461	29.5648	
MNI_MNI.img	Medulla_R	1958	0.0000e+00	229.5041	174.4255	31.5211	
MNI_MNI.img	ACR_L	12467	158.4748	218.2799	196.7828	6.3220	
MNI_MNI.img	ACR_R	14070	176.4716	222.0766	197.3474	5.4518	
MNI_MNI.img	SCR_L	18232	176.4608	221.7358	198.0086	5.3203	
MNI_MNI.img	SCR_R	16131	131.3946	218.7373	197.6978	5.3280	
MNI_MNI.img	PCR_L	6997	184.4529	216.1877	198.5389	4.5232	
MNI_MNI.img	PCR_R	5694	180.0190	220.4455	198.4549	4.7907	
MNI_MNI.img	GCC_L	3081	140.6253	219.7576	194.4876	9.8296	
MNI_MNI.img	GCC_R	3562	142.6389	221.1714	194.7681	9.6397	
MNI_MNI.img	BCC_L	4242	134.8748	219.8476	191.2518	13.1137	
MNI_MNI.img	BCC_R	4672	115.4539	224.1434	189.9268	15.8040	
MNI_MNI.img	SCC_L	6655	134.1825	232.0263	195.0570	11.0283	
MNI_MNI.img	SCC_R	6853	131.4003	236.3827	195.3442	12.1311	
MNI_MNI.img	PVWl_L	343	102.6361	191.7941	156.1025	22.8842	
MNI_MNI.img	PVWl_R	284	101.3977	190.9192	151.2973	23.5134	
MNI_MNI.img	ALIC_L	2244	158.3072	226.8414	194.5368	10.7707	
MNI_MNI.img	ALIC_R	2398	164.7692	227.2301	197.6016	11.3826	
MNI_MNI.img	PLIC_L	3472	170.1957	232.3156	199.3998	9.4458	
MNI_MNI.img	PLIC_R	3543	166.0108	227.7857	200.4003	8.1013	
MNI_MNI.img	RLIC_L	3182	176.3385	227.1641	201.3705	8.1144	
MNI_MNI.img	RLIC_R	3381	178.7046	229.1790	203.0617	7.4889	
MNI_MNI.img	EC_L	3435	124.5896	209.0126	171.4768	13.0165	
MNI_MNI.img	EC_R	3321	145.6634	220.5899	179.6838	13.0135	
MNI_MNI.img	CGC_L	3954	143.8308	215.4048	186.5494	13.8110	
MNI_MNI.img	CGC_R	3955	139.9023	214.6335	185.5235	13.8255	
MNI_MNI.img	CGH_L	1506	135.0990	219.6610	184.7589	14.6706	
MNI_MNI.img	CGH_R	1556	137.6511	219.0747	185.7276	15.1633	
MNI_MNI.img	Fx/ST_L	1431	111.3189	229.6419	182.8576	18.4135	
MNI_MNI.img	Fx/ST_R	1486	87.0596	223.6880	181.1141	19.6369	
MNI_MNI.img	Fx_L	886	64.4337	233.1417	139.1006	30.3414	
MNI_MNI.img	Fx_R	1103	46.5534	202.8103	137.4291	26.6478	
MNI_MNI.img	IFO_L	1849	111.1960	212.7906	175.4007	14.4827	
MNI_MNI.img	IFO_R	1818	137.4136	226.6157	179.0419	14.2205	
MNI_MNI.img	PTR_L	9144	168.0408	224.2399	199.0101	7.3976	
MNI_MNI.img	PTR_R	6018	156.8903	218.8851	197.7551	8.1156	
MNI_MNI.img	SS_L	3452	155.5196	221.0057	194.8346	9.4530	
MNI_MNI.img	SS_R	4300	154.0166	221.3991	197.7104	10.0081	
MNI_MNI.img	SFO_L	430	166.4597	227.1068	201.1485	14.1457	
MNI_MNI.img	SFO_R	298	167.0659	223.4501	195.2757	14.0220	
MNI_MNI.img	SLF_L	7957	177.1984	218.3205	198.3094	5.7651	
MNI_MNI.img	SLF_R	9060	175.0693	222.3034	198.4316	5.3037	
MNI_MNI.img	Cl_L	410	99.4832	171.2207	135.8373	14.8107	
MNI_MNI.img	Cl_R	535	96.5487	174.8999	136.1582	14.9755	
MNI_MNI.img	BasalForebrain_L	848	45.2301	212.5804	145.0455	27.9217	
MNI_MNI.img	BasalForebrain_R	783	44.8881	217.7730	153.8144	34.4282	
MNI_MNI.img	BasalForebrain_L	256	101.2981	225.5247	169.6168	28.7657	
MNI_MNI.img	BasalForebrain_R	217	96.1305	207.8376	158.3218	24.4077	
MNI_MNI.img	BasalForebrain_L	699	165.0486	218.6629	192.0423	9.3444	
MNI_MNI.img	BasalForebrain_R	600	162.8007	217.7755	192.7029	9.0692	
MNI_MNI.img	BasalForebrain_L	66	127.2498	189.8952	164.0708	12.9142	
MNI_MNI.img	BasalForebrain_R	64	142.5077	190.1978	162.2231	10.3221	
MNI_MNI.img	Mammillary_R	121	93.2617	184.5135	145.6436	17.2260	
MNI_MNI.img	Mammillary_L	148	110.5381	195.7014	152.3562	17.7082	
MNI_MNI.img	LV_Frontal_L	6460	10.9521	145.3645	51.0372	29.6752	
MNI_MNI.img	LV_body_L	2582	12.5804	152.6241	54.5511	31.1799	
MNI_MNI.img	LV_atrium_L	2004	12.2168	153.1475	49.4652	30.8510	
MNI_MNI.img	LV_Occipital_L	240	26.2415	172.8004	106.9059	38.0609	
MNI_MNI.img	LV_Inferior_L	1505	23.8797	173.4917	89.8570	28.7382	
MNI_MNI.img	LV_Frontal_R	7107	9.0898	145.7643	47.2775	32.2772	
MNI_MNI.img	LV_body_R	3490	10.1654	149.6536	46.5400	29.2952	
MNI_MNI.img	LV_atrium_R	2412	8.4701	145.8300	46.0463	30.2733	
MNI_MNI.img	LV_Occipital_R	223	72.8533	173.5771	134.1005	21.7289	
MNI_MNI.img	LV_Inferior_R	1512	24.0191	164.1162	87.8400	27.7291	
MNI_MNI.img	III_and_IV_ventricle	6646	12.3180	166.7560	74.2395	36.4397	
MNI_MNI.img	PVWa_L	1218	77.3622	192.9909	157.0290	25.3422	
MNI_MNI.img	PVWa_R	1038	83.6233	224.4420	157.7367	26.1154	
MNI_MNI.img	PVWp_L	604	81.9478	193.7005	146.8871	22.6448	
MNI_MNI.img	PVWp_R	750	84.2064	198.0899	145.9551	23.9788	
MNI_MNI.img	SFWM_L	7735	144.3747	221.0684	188.5755	14.4337	
MNI_MNI.img	SFWM_R	7548	137.9468	215.3231	188.4039	13.1927	
MNI_MNI.img	SFWM_PFC_L	6639	140.9973	213.8181	184.9972	13.7985	
MNI_MNI.img	SFWM_PFC_R	9612	143.2858	215.9802	189.9378	12.0425	
MNI_MNI.img	SFWM_pole_L	244	147.5421	200.8680	170.5186	10.5732	
MNI_MNI.img	SFWM_pole_R	665	148.8712	210.3131	177.5703	12.6096	
MNI_MNI.img	MFWM_L	7152	139.1248	213.4155	183.5449	13.8130	
MNI_MNI.img	MFWM_R	6565	135.6584	212.0894	185.7304	13.4108	
MNI_MNI.img	MFWM_DPFC_L	3271	140.4922	215.0298	178.1502	13.7721	
MNI_MNI.img	MFWM_DPFC_R	4292	143.9544	214.2676	181.8227	13.2399	
MNI_MNI.img	IFWM_opercularis_L	2253	147.6458	212.2695	187.0083	13.5228	
MNI_MNI.img	IFWM_opercularis_R	2768	153.6141	215.4252	192.4652	12.2201	
MNI_MNI.img	IFWM_orbitalis_L	2611	147.4114	216.5515	190.2320	12.6996	
MNI_MNI.img	IFWM_orbitalis_R	2448	146.9258	221.9421	189.4222	12.6866	
MNI_MNI.img	IFWM_triangularis_L	3351	151.3754	212.4746	188.8277	11.7871	
MNI_MNI.img	IFWM_triangularis_R	2423	150.8270	215.0516	191.3041	11.3882	
MNI_MNI.img	LFOWM_L	1637	139.9851	217.9031	179.5517	14.2017	
MNI_MNI.img	LFOWM_R	1586	135.9089	226.9450	179.1811	14.4415	
MNI_MNI.img	MFOWM_L	1632	142.2373	217.2096	182.0179	15.4755	
MNI_MNI.img	MFOWM_R	1276	138.1352	216.1857	176.1282	14.6181	
MNI_MNI.img	RGWM_L	1645	135.6099	209.8750	176.5765	14.6375	
MNI_MNI.img	RGWM_R	2328	136.6910	213.2674	180.0808	14.1596	
MNI_MNI.img	PoCWM_L	9064	144.1903	217.5064	185.1706	13.2516	
MNI_MNI.img	PoCWM_R	8874	119.0089	219.8675	184.3029	14.3309	
MNI_MNI.img	PrCWM_L	12356	142.6782	214.6700	186.1028	13.2841	
MNI_MNI.img	PrCWM_R	13611	109.9416	218.7633	188.3603	12.1694	
MNI_MNI.img	SPWM_L	7674	147.2609	213.2795	191.7378	10.3096	
MNI_MNI.img	SPWM_R	7328	154.4366	224.7876	193.8120	11.2261	
MNI_MNI.img	SMWM_L	3860	145.9330	214.2637	182.8680	12.9702	
MNI_MNI.img	SMWM_R	3615	148.3629	215.6084	185.6486	12.6058	
MNI_MNI.img	AGWM_L	3852	145.6362	205.6158	182.8596	12.2695	
MNI_MNI.img	AGWM_R	5003	144.6457	214.5711	183.2670	13.3414	
MNI_MNI.img	PrCuWM_L	2691	137.6446	213.1035	181.2611	13.7861	
MNI_MNI.img	PrCuWM_R	2902	139.1329	220.7377	180.5018	15.8187	
MNI_MNI.img	STWM_L	8120	134.1427	218.7077	182.7167	14.8146	
MNI_MNI.img	STWM_R	9332	131.5115	220.2502	183.0397	15.7385	
MNI_MNI.img	STWM_L_pole	1012	123.8807	193.0745	160.7657	13.2496	
MNI_MNI.img	STWM_R_pole	955	129.5146	202.1415	165.8744	12.6356	
MNI_MNI.img	MTWM_L	8780	134.8194	215.4368	187.2809	13.8331	
MNI_MNI.img	MTWM_R	10263	129.4413	220.8157	187.5819	14.2092	
MNI_MNI.img	MTWM_L_pole	754	131.3046	212.8149	179.0865	17.1774	
MNI_MNI.img	MTWM_R_pole	657	134.4737	215.3482	180.6540	16.6191	
MNI_MNI.img	ITWM_L	4501	134.4422	211.4664	176.8287	15.0482	
MNI_MNI.img	ITWM_R	4512	137.5454	217.3369	180.4392	15.1677	
MNI_MNI.img	FuWM_L	4502	129.9205	212.3657	173.4787	15.1534	
MNI_MNI.img	FuWM_R	4651	132.2821	210.2661	172.8127	14.5098	
MNI_MNI.img	SOWM_L	3976	145.0808	211.9182	188.0414	12.9941	
MNI_MNI.img	SOWM_R	4464	143.2004	210.1065	186.0446	13.4065	
MNI_MNI.img	MOWM_L	10564	138.3069	214.7395	184.6598	14.2544	
MNI_MNI.img	MOWM_R	10722	134.8390	216.1625	184.5662	15.4525	
MNI_MNI.img	IOWM_L	2119	134.7062	205.8069	178.7285	14.1759	
MNI_MNI.img	IOWM_R	2771	137.1314	213.7671	181.9468	14.0870	
MNI_MNI.img	CuWM_L	3615	134.2032	214.2323	179.7201	16.7698	
MNI_MNI.img	CuWM_R	2935	127.6886	215.2155	175.2418	17.3486	
MNI_MNI.img	LWM_L	4811	128.5562	208.8271	177.1221	16.2028	
MNI_MNI.img	LWM_R	4429	127.7793	214.6009	176.0228	17.1784	
MNI_MNI.img	rostralWM_ACC_L	133	138.1333	188.1821	159.4455	10.5158	
MNI_MNI.img	rostralWM_ACC_R	1	162.1275	162.1275	162.1275	0.0308	
MNI_MNI.img	subcallosalWM_ACC_L	74	146.1796	191.8571	174.0202	10.8585	
MNI_MNI.img	subcallosalWM_ACC_R	119	136.9572	188.4403	165.0788	11.5460	
MNI_MNI.img	subgenualWM_ACC_L	182	144.0177	195.5991	171.8127	11.9759	
MNI_MNI.img	subgenualWM_ACC_R	102	144.8993	192.8636	169.9189	13.0359	
MNI_MNI.img	dorsalWM_ACC_L	2118	129.6102	208.6687	170.0330	15.7432	
MNI_MNI.img	dorsalWM_ACC_R	1552	127.6209	200.9910	164.7157	13.7358	
MNI_MNI.img	PCCWM_L	3315	129.8357	211.8400	180.4911	14.1384	
MNI_MNI.img	PCCWM_R	3326	125.3758	210.8224	180.0888	15.1918	
MNI_MNI.img	CerebellumWM_R	10213	140.3203	233.6139	189.4105	15.6394	
MNI_MNI.img	CerebellumWM_L	9653	134.8904	232.2592	188.1236	16.3458	
MNI_MNI.img	MCP_cb_L	3386	168.4610	217.8614	194.6324	7.2424	
MNI_MNI.img	MCP_cb_R	3007	163.1289	217.7036	194.6645	7.4131	
MNI_MNI.img	ICP_pons_L	732	158.5851	234.8886	196.0455	11.6589	
MNI_MNI.img	ICP_pons_R	699	158.8093	225.8019	195.8050	11.2628	
MNI_MNI.img	FrontSul_L	22292	12.8375	104.2812	57.5855	17.2906	
MNI_MNI.img	FrontSul_R	17972	14.2126	106.3459	59.8886	17.3036	
MNI_MNI.img	CentralSul_L	3401	14.0736	105.1436	54.8398	18.3776	
MNI_MNI.img	CentralSul_R	3380	15.0558	107.0103	50.5481	18.9602	
MNI_MNI.img	SylFrontSul_L	4584	13.7006	107.1800	59.1319	17.5338	
MNI_MNI.img	SylFrontSul_R	5140	12.0176	110.5136	60.9502	19.7063	
MNI_MNI.img	SylTempSul_L	5671	13.7634	112.0501	58.6797	17.7976	
MNI_MNI.img	SylTempSul_R	5223	12.0048	100.7810	58.7344	18.3454	
MNI_MNI.img	SylParieSul_L	496	24.9836	93.7161	64.4418	13.5570	
MNI_MNI.img	SylParieSul_R	563	18.0177	94.7942	55.1639	18.2123	
MNI_MNI.img	ParietSul_L	12238	14.1575	108.1565	56.5426	17.8128	
MNI_MNI.img	ParietSul_R	11613	14.1587	105.8832	53.2618	18.5887	
MNI_MNI.img	CinguSul_L	6578	14.8574	97.3724	57.6963	17.4547	
MNI_MNI.img	CinguSul_R	6414	12.1686	99.3531	59.4900	16.0341	
MNI_MNI.img	OcciptSul_L	4192	21.9664	102.4500	61.7441	14.4818	
MNI_MNI.img	OcciptSul_R	3673	20.1084	104.0149	60.0379	14.3944	
MNI_MNI.img	TempSul_L	3359	19.3084	95.6584	64.8877	12.6990	
MNI_MNI.img	TempSul_R	2616	21.3322	94.5138	62.4849	14.2781	
MNI_MNI.img	Caudate_tail_L	465	92.7292	179.1954	136.8982	17.6876	
MNI_MNI.img	Fimbria_L	41	119.4752	177.0250	153.2168	12.8572	
MNI_MNI.img	Caudate_tail_R	552	84.4511	181.6313	137.2575	17.4318	
MNI_MNI.img	Fimbria_R	27	129.5078	169.3999	147.8275	10.3727	
MNI_MNI.img	Chroid_LVetc_L	195	93.3765	154.3664	127.7102	15.1520	
MNI_MNI.img	Chroid_LVetc_R	247	78.3416	162.4987	120.6877	16.3022	



Type2-L1 Statistics

MNI_MNI.img	Hemisphere_L	496533	25.4088	233.1417	148.8318	43.1013	
MNI_MNI.img	Hemisphere_R	509866	15.8757	236.3827	149.2282	43.0673	
MNI_MNI.img	Brainstem	36808	0.0000e+00	240.2272	191.9817	18.3407	
MNI_MNI.img	Cerebellum	133300	27.2264	233.6139	132.6804	35.5427	
MNI_MNI.img	CSF	154028	8.4701	173.5771	58.3500	23.0563	



Type2-L2 Statistics

MNI_MNI.img	Hemisphere_L	375257	25.4088	221.0684	137.1568	41.3201	
MNI_MNI.img	Hemisphere_R	389464	15.8757	226.9450	138.1846	41.5311	
MNI_MNI.img	CerebralNucli_L	14263	78.1990	217.8881	142.3257	26.0974	
MNI_MNI.img	CerebralNucli_R	14800	83.1329	224.3141	144.4737	26.3771	
MNI_MNI.img	Thalamus_L	6851	118.5325	205.6613	165.0119	15.5250	
MNI_MNI.img	Thalamus_R	6978	109.4575	205.8864	162.6002	17.4565	
MNI_MNI.img	BasalForebrain_L	3381	45.2301	225.5247	158.2826	28.8860	
MNI_MNI.img	BasalForebrain_R	3333	44.8881	217.7755	159.4914	28.7936	
MNI_MNI.img	midbrain	12850	114.2911	240.2272	194.4724	18.0967	
MNI_MNI.img	Cerebellum_R	66923	34.6851	233.6139	133.5037	35.1956	
MNI_MNI.img	Cerebellum_L	66377	27.2264	232.2592	131.8504	35.8701	
MNI_MNI.img	Brainstem_L	11756	0.0000e+00	234.8886	191.1370	18.1005	
MNI_MNI.img	Brainstem_R	12202	0.0000e+00	230.9890	190.1725	18.5386	
MNI_MNI.img	WhiteMatter_L	96781	64.4337	233.1417	193.5833	14.3263	
MNI_MNI.img	WhiteMatter_R	95291	46.5534	236.3827	193.7647	14.5977	
MNI_MNI.img	Ventricle	34623	8.4701	173.5771	59.2349	36.0425	
MNI_MNI.img	Sulcus_L	62811	12.8375	112.0501	58.1791	17.2672	
MNI_MNI.img	Sulcus_R	56594	12.0048	110.5136	57.9984	17.9031	



Type2-L3 Statistics

MNI_MNI.img	Frontal_L	125579	42.6620	221.0684	142.4826	40.8164	
MNI_MNI.img	Frontal_R	132030	28.0307	226.9450	145.3486	41.1150	
MNI_MNI.img	Parietal_L	72390	38.9075	218.3205	152.3214	40.6468	
MNI_MNI.img	Parietal_R	73285	39.0642	224.7876	153.3090	41.2808	
MNI_MNI.img	Temporal_L	77674	25.4088	218.7077	131.8313	42.5020	
MNI_MNI.img	Temporal_R	83061	29.0255	220.8157	133.9405	42.0124	
MNI_MNI.img	Limbic_L	40234	28.9531	211.8400	116.2157	33.0308	
MNI_MNI.img	Limbic_R	41686	15.8757	210.8224	113.2390	32.1015	
MNI_MNI.img	Occipital_L	59861	25.4440	214.7395	140.8643	41.8876	
MNI_MNI.img	Occipital_R	61481	25.0758	216.1625	139.4386	41.6819	
MNI_MNI.img	Insula_L	9337	34.6463	167.9236	105.8853	21.1935	
MNI_MNI.img	Insula_R	8975	42.1549	169.9369	111.7374	22.4902	
MNI_MNI.img	BasalGang_L	12402	80.7870	217.8881	146.8331	24.4224	
MNI_MNI.img	BasalGang_R	12806	83.1329	224.3141	148.9069	24.9399	
MNI_MNI.img	Thalamus_L	6851	118.5325	205.6613	165.0119	15.5250	
MNI_MNI.img	Thalamus_R	6978	109.4575	205.8864	162.6002	17.4565	
MNI_MNI.img	BasalForebrain_L	3381	45.2301	225.5247	158.2826	28.8860	
MNI_MNI.img	BasalForebrain_R	3333	44.8881	217.7755	159.4914	28.7936	
MNI_MNI.img	midbrain_L	6387	137.5950	240.2272	194.7310	17.2346	
MNI_MNI.img	midbrain_R	6463	114.2911	239.4667	194.2169	18.9066	
MNI_MNI.img	Cerebellum_R	66923	34.6851	233.6139	133.5037	35.1956	
MNI_MNI.img	Cerebellum_L	66377	27.2264	232.2592	131.8504	35.8701	
MNI_MNI.img	Pons_L	8914	117.8534	234.8886	194.2317	13.0060	
MNI_MNI.img	Pons_R	9479	131.4963	230.9890	193.5552	12.7247	
MNI_MNI.img	Medulla_L	2842	0.0000e+00	228.1530	181.4304	26.4656	
MNI_MNI.img	Medulla_R	2723	0.0000e+00	229.5041	178.3971	28.2473	
MNI_MNI.img	AnteriorWM_L	32347	77.3622	227.1068	196.0349	10.8742	
MNI_MNI.img	AnteriorWM_R	31537	83.6233	224.4420	196.2033	10.1253	
MNI_MNI.img	PosteriorWM_L	7601	81.9478	216.1877	194.4345	15.9604	
MNI_MNI.img	PosteriorWM_R	6444	84.2064	220.4455	192.3446	19.2524	
MNI_MNI.img	CorpusCallosum_L	13978	134.1825	232.0263	193.7767	11.5853	
MNI_MNI.img	CorpusCallosum_R	15087	115.4539	236.3827	193.5306	13.1152	
MNI_MNI.img	InferiorWM_L	27121	102.6361	232.3156	192.7959	14.9728	
MNI_MNI.img	InferiorWM_R	25063	101.3977	229.1790	194.5442	13.9005	
MNI_MNI.img	LimbicWM_L	7777	64.4337	233.1417	180.1178	22.8949	
MNI_MNI.img	LimbicWM_R	8100	46.5534	223.6880	178.2046	23.8731	
MNI_MNI.img	LateralVentricle_L	12986	10.9521	173.4917	58.1761	34.3026	
MNI_MNI.img	LateralVentricle_R	14991	8.4701	173.5771	53.5000	35.4774	
MNI_MNI.img	IIIandIV_Ventricle	6646	12.3180	166.7560	74.2395	36.4397	
MNI_MNI.img	FrontSul_L	26876	12.8375	107.1800	57.8493	17.3421	
MNI_MNI.img	FrontSul_R	23112	12.0176	110.5136	60.1247	17.8714	
MNI_MNI.img	CentralSul_L	3401	14.0736	105.1436	54.8398	18.3776	
MNI_MNI.img	CentralSul_R	3380	15.0558	107.0103	50.5481	18.9602	
MNI_MNI.img	TempSul_L	9030	13.7634	112.0501	60.9890	16.3682	
MNI_MNI.img	TempSul_R	7839	12.0048	100.7810	59.9860	17.1872	
MNI_MNI.img	ParietSul_L	12734	14.1575	108.1565	56.8503	17.7322	
MNI_MNI.img	ParietSul_R	12176	14.1587	105.8832	53.3497	18.5758	
MNI_MNI.img	CinguSul_L	6578	14.8574	97.3724	57.6963	17.4547	
MNI_MNI.img	CinguSul_R	6414	12.1686	99.3531	59.4900	16.0341	
MNI_MNI.img	OcciptSul_L	4192	21.9664	102.4500	61.7441	14.4818	
MNI_MNI.img	OcciptSul_R	3673	20.1084	104.0149	60.0379	14.3944	



Type2-L4 Statistics

MNI_MNI.img	Frontal_L	125579	42.6620	221.0684	142.4826	40.8164	
MNI_MNI.img	Frontal_R	132030	28.0307	226.9450	145.3486	41.1150	
MNI_MNI.img	Parietal_L	72390	38.9075	218.3205	152.3214	40.6468	
MNI_MNI.img	Parietal_R	73285	39.0642	224.7876	153.3090	41.2808	
MNI_MNI.img	Temporal_L	77674	25.4088	218.7077	131.8313	42.5020	
MNI_MNI.img	Temporal_R	83061	29.0255	220.8157	133.9405	42.0124	
MNI_MNI.img	Limbic_L	14124	46.7983	211.8400	137.2836	36.9598	
MNI_MNI.img	Limbic_R	13524	52.0928	210.8224	136.7575	34.9723	
MNI_MNI.img	Occipital_L	59861	25.4440	214.7395	140.8643	41.8876	
MNI_MNI.img	Occipital_R	61481	25.0758	216.1625	139.4386	41.6819	
MNI_MNI.img	Cingulate_L	26110	28.9531	186.5610	104.8192	23.9227	
MNI_MNI.img	Cingulate_R	28162	15.8757	208.3486	101.9450	23.3422	
MNI_MNI.img	Insula_L	9337	34.6463	167.9236	105.8853	21.1935	
MNI_MNI.img	Insula_R	8975	42.1549	169.9369	111.7374	22.4902	
MNI_MNI.img	Striatum_L	10943	80.7870	187.7460	141.0187	19.3429	
MNI_MNI.img	Striatum_R	11316	83.1329	193.3755	143.1020	20.0039	
MNI_MNI.img	GP_L	1459	160.5823	217.8881	190.4431	10.4124	
MNI_MNI.img	GP_R	1490	165.6673	224.3141	192.9927	10.3610	
MNI_MNI.img	Thalamus_L	6851	118.5325	205.6613	165.0119	15.5250	
MNI_MNI.img	Thalamus_R	6978	109.4575	205.8864	162.6002	17.4565	
MNI_MNI.img	BasalForebrain_L	3381	45.2301	225.5247	158.2826	28.8860	
MNI_MNI.img	BasalForebrain_R	3333	44.8881	217.7755	159.4914	28.7936	
MNI_MNI.img	midbrain_L	6387	137.5950	240.2272	194.7310	17.2346	
MNI_MNI.img	midbrain_R	6463	114.2911	239.4667	194.2169	18.9066	
MNI_MNI.img	Cerebellum_R	53703	34.6851	200.7781	119.4470	22.1953	
MNI_MNI.img	Cerebellum_L	53338	27.2264	206.1547	117.6806	22.9220	
MNI_MNI.img	Pons_L	8914	117.8534	234.8886	194.2317	13.0060	
MNI_MNI.img	Pons_R	9479	131.4963	230.9890	193.5552	12.7247	
MNI_MNI.img	Medulla_L	2842	0.0000e+00	228.1530	181.4304	26.4656	
MNI_MNI.img	Medulla_R	2723	0.0000e+00	229.5041	178.3971	28.2473	
MNI_MNI.img	ant_DPWM_L	32951	77.3622	227.1068	195.1340	12.9979	
MNI_MNI.img	ant_DPWM_R	32287	83.6233	224.4420	195.0361	13.0685	
MNI_MNI.img	post_DPWM_L	6997	184.4529	216.1877	198.5389	4.5232	
MNI_MNI.img	post_DPWM_R	5694	180.0190	220.4455	198.4549	4.7907	
MNI_MNI.img	CorpusCallosum_L	13978	134.1825	232.0263	193.7767	11.5853	
MNI_MNI.img	CorpusCallosum_R	15087	115.4539	236.3827	193.5306	13.1152	
MNI_MNI.img	inf_DPWM_L	21405	102.6361	227.1641	191.5422	15.7624	
MNI_MNI.img	inf_DPWM_R	19122	101.3977	229.1790	193.0757	14.6685	
MNI_MNI.img	InternalCapsule_L	5716	158.3072	232.3156	197.4907	10.2654	
MNI_MNI.img	InternalCapsule_R	5941	164.7692	227.7857	199.2706	9.6603	
MNI_MNI.img	LimbicWM_L	7777	64.4337	233.1417	180.1178	22.8949	
MNI_MNI.img	LimbicWM_R	8100	46.5534	223.6880	178.2046	23.8731	
MNI_MNI.img	AnteriorLateralVentricle_L	9237	10.9521	154.3664	53.6381	31.8317	
MNI_MNI.img	PosteriorLateralVentricle_L	2244	12.2168	172.8004	55.6086	36.3327	
MNI_MNI.img	InferiorLateralVentricle_L	1505	23.8797	173.4917	89.8570	28.7382	
MNI_MNI.img	AnteriorLateralVentricle_R	10844	9.0898	162.4987	48.7123	32.9532	
MNI_MNI.img	PosteriorLateralVentricle_R	2635	8.4701	173.5771	53.4983	38.4645	
MNI_MNI.img	InferiorLateralVentricle_R	1512	24.0191	164.1162	87.8400	27.7291	
MNI_MNI.img	IIIandIV_Ventricle	6646	12.3180	166.7560	74.2395	36.4397	
MNI_MNI.img	CerebellumWM_R	13220	140.3203	233.6139	190.6056	14.3634	
MNI_MNI.img	CerebellumWM_L	13039	134.8904	232.2592	189.8138	14.8178	
MNI_MNI.img	FrontSul_L	22292	12.8375	104.2812	57.5855	17.2906	
MNI_MNI.img	FrontSul_R	17972	14.2126	106.3459	59.8886	17.3036	
MNI_MNI.img	CentralSul_L	3401	14.0736	105.1436	54.8398	18.3776	
MNI_MNI.img	CentralSul_R	3380	15.0558	107.0103	50.5481	18.9602	
MNI_MNI.img	SylAntInsularSul_L	4584	13.7006	107.1800	59.1319	17.5338	
MNI_MNI.img	SylAntInsularSul_R	5140	12.0176	110.5136	60.9502	19.7063	
MNI_MNI.img	SylPostInsularSul_L	5671	13.7634	112.0501	58.6797	17.7976	
MNI_MNI.img	SylPostInsularSul_R	5223	12.0048	100.7810	58.7344	18.3454	
MNI_MNI.img	SylExtSMG_L	496	24.9836	93.7161	64.4418	13.5570	
MNI_MNI.img	SylExtSMG_R	563	18.0177	94.7942	55.1639	18.2123	
MNI_MNI.img	ParietSul_L	12238	14.1575	108.1565	56.5426	17.8128	
MNI_MNI.img	ParietSul_R	11613	14.1587	105.8832	53.2618	18.5887	
MNI_MNI.img	CinguSul_L	6578	14.8574	97.3724	57.6963	17.4547	
MNI_MNI.img	CinguSul_R	6414	12.1686	99.3531	59.4900	16.0341	
MNI_MNI.img	OcciptSul_L	4192	21.9664	102.4500	61.7441	14.4818	
MNI_MNI.img	OcciptSul_R	3673	20.1084	104.0149	60.0379	14.3944	
MNI_MNI.img	TempSul_L	3359	19.3084	95.6584	64.8877	12.6990	
MNI_MNI.img	TempSul_R	2616	21.3322	94.5138	62.4849	14.2781	



Type2-L5 Statistics

MNI_MNI.img	SF_L	18206	43.3784	221.0684	145.8666	41.7107	
MNI_MNI.img	SF_R	16677	37.4606	215.3231	149.0515	40.6317	
MNI_MNI.img	SF_PFC_L	15129	45.0584	213.8181	144.5937	41.2031	
MNI_MNI.img	SF_PFC_R	19599	44.4492	215.9802	152.3435	41.8952	
MNI_MNI.img	SF_pole_L	1696	62.3740	200.8680	122.3661	29.5270	
MNI_MNI.img	SF_pole_R	3628	59.7316	210.3131	130.2447	32.8236	
MNI_MNI.img	MF_L	16152	46.8375	213.4155	145.2182	39.6574	
MNI_MNI.img	MF_R	13828	50.6041	212.0894	148.0208	40.3380	
MNI_MNI.img	MF_DPFC_L	12244	48.7181	215.0298	129.7977	36.9569	
MNI_MNI.img	MF_DPFC_R	14980	41.6856	214.2676	132.0296	38.9514	
MNI_MNI.img	IF_opercularis_L	5863	44.9098	212.2695	141.4011	41.6792	
MNI_MNI.img	IF_opercularis_R	5991	50.8941	215.4252	153.0395	41.5140	
MNI_MNI.img	IF_orbitalis_L	5903	51.6072	216.5515	148.6842	43.1647	
MNI_MNI.img	IF_orbitalis_R	5056	44.7185	221.9421	151.6434	42.6785	
MNI_MNI.img	IF_triangularis_L	6343	49.6334	212.4746	156.1277	39.4937	
MNI_MNI.img	IF_triangularis_R	5015	46.3245	215.0516	155.2104	40.3249	
MNI_MNI.img	LFO_L	5635	46.5530	217.9031	129.8800	37.9461	
MNI_MNI.img	LFO_R	6006	30.8447	226.9450	127.5327	37.0750	
