Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
MNI.img	PTR_L	9701	242.0000	445.0000	372.3757	20.7694	
MNI.img	PTR_R	6057	275.0000	465.0000	401.2297	23.8082	
MNI.img	SS_L	3598	234.0000	424.0000	362.1773	25.4540	
MNI.img	SS_R	4825	230.0000	476.0000	398.5227	27.5382	
MNI.img	SFO_L	452	305.0000	443.0000	385.8916	30.7923	
MNI.img	SFO_R	310	284.0000	446.0000	370.7774	35.1381	
MNI.img	SLF_L	8868	288.0000	419.0000	364.2173	14.0595	
MNI.img	SLF_R	9850	317.0000	448.0000	385.3908	14.2863	
MNI.img	Cl_L	428	162.0000	324.0000	233.1051	29.2839	
MNI.img	Cl_R	586	135.0000	339.0000	242.2304	33.7029	
MNI.img	BasalForebrain_L	917	59.0000	400.0000	259.7906	56.2549	
MNI.img	BasalForebrain_R	835	63.0000	421.0000	275.7365	71.1790	
MNI.img	BasalForebrain_L	260	189.0000	446.0000	329.8615	61.6113	
MNI.img	BasalForebrain_R	220	176.0000	419.0000	300.5955	59.5409	
MNI.img	BasalForebrain_L	782	277.0000	420.0000	357.2046	21.4307	
MNI.img	BasalForebrain_R	600	286.0000	418.0000	353.3083	21.4202	
MNI.img	BasalForebrain_L	66	241.0000	352.0000	295.9091	25.0864	
MNI.img	BasalForebrain_R	64	248.0000	351.0000	289.9531	21.4647	
MNI.img	Mammillary_R	145	105.0000	344.0000	248.5241	47.0344	
MNI.img	Mammillary_L	174	148.0000	392.0000	273.2816	46.0916	
MNI.img	LV_Frontal_L	6858	14.0000	365.0000	103.9310	65.8439	
MNI.img	LV_body_L	2582	16.0000	303.0000	97.8397	59.0305	
MNI.img	LV_atrium_L	2004	15.0000	327.0000	88.6612	64.1782	
MNI.img	LV_Occipital_L	245	34.0000	368.0000	172.3429	74.7065	
MNI.img	LV_Inferior_L	1567	27.0000	369.0000	155.2259	56.4981	
MNI.img	LV_Frontal_R	7522	14.0000	394.0000	94.7717	74.0332	
MNI.img	LV_body_R	3490	10.0000	318.0000	82.7278	55.1824	
MNI.img	LV_atrium_R	2412	15.0000	346.0000	88.7305	65.9825	
MNI.img	LV_Occipital_R	223	108.0000	398.0000	255.2018	61.5963	
MNI.img	LV_Inferior_R	1602	37.0000	382.0000	162.2566	62.4416	
MNI.img	III_and_IV_ventricle	6957	17.0000	368.0000	127.5982	70.4647	
MNI.img	PVWa_L	1254	123.0000	423.0000	309.0845	56.0006	
MNI.img	PVWa_R	1065	114.0000	439.0000	298.6432	69.5164	
MNI.img	PVWp_L	604	120.0000	409.0000	267.3808	51.5899	
MNI.img	PVWp_R	750	123.0000	426.0000	269.4827	57.8235	
MNI.img	SFWM_L	7996	212.0000	402.0000	339.7151	29.0658	
MNI.img	SFWM_R	7886	213.0000	411.0000	344.2536	28.6764	
MNI.img	SFWM_PFC_L	6754	234.0000	405.0000	332.6426	25.6878	
MNI.img	SFWM_PFC_R	10282	214.0000	415.0000	340.3774	27.8773	
MNI.img	SFWM_pole_L	244	236.0000	373.0000	305.2746	22.8872	
MNI.img	SFWM_pole_R	786	195.0000	375.0000	309.2506	30.4425	
MNI.img	MFWM_L	7536	190.0000	397.0000	329.4050	29.9491	
MNI.img	MFWM_R	7093	206.0000	407.0000	340.8208	33.2336	
MNI.img	MFWM_DPFC_L	3346	240.0000	412.0000	330.2289	27.7971	
MNI.img	MFWM_DPFC_R	4444	206.0000	419.0000	335.4662	30.3377	
MNI.img	IFWM_opercularis_L	2533	191.0000	402.0000	338.0786	33.2760	
MNI.img	IFWM_opercularis_R	2839	264.0000	417.0000	356.2973	27.9299	
MNI.img	IFWM_orbitalis_L	2611	256.0000	411.0000	344.5979	25.5245	
MNI.img	IFWM_orbitalis_R	2448	247.0000	433.0000	346.4788	29.8084	
MNI.img	IFWM_triangularis_L	3603	235.0000	407.0000	342.6317	28.4220	
MNI.img	IFWM_triangularis_R	2570	236.0000	409.0000	348.3339	27.6493	
MNI.img	LFOWM_L	1637	257.0000	418.0000	340.9817	29.2608	
MNI.img	LFOWM_R	1591	208.0000	439.0000	329.0119	33.3214	
MNI.img	MFOWM_L	1697	226.0000	427.0000	351.0943	30.8635	
MNI.img	MFOWM_R	1472	197.0000	411.0000	325.3607	38.3739	
MNI.img	RGWM_L	1690	209.0000	415.0000	343.0899	33.9363	
MNI.img	RGWM_R	2385	185.0000	414.0000	334.5057	38.4268	
MNI.img	PoCWM_L	9453	197.0000	398.0000	327.2466	29.8554	
MNI.img	PoCWM_R	9239	199.0000	436.0000	339.5139	31.5763	
MNI.img	PrCWM_L	12978	196.0000	406.0000	330.9294	30.7830	
MNI.img	PrCWM_R	14377	177.0000	423.0000	345.1559	29.0199	
MNI.img	SPWM_L	8082	202.0000	407.0000	343.4572	24.0488	
MNI.img	SPWM_R	7490	245.0000	428.0000	361.4648	23.5426	
MNI.img	SMWM_L	4028	205.0000	401.0000	323.3359	30.4928	
MNI.img	SMWM_R	3956	226.0000	432.0000	350.1739	33.8540	
MNI.img	AGWM_L	4130	206.0000	380.0000	319.1145	29.4033	
MNI.img	AGWM_R	5216	220.0000	414.0000	341.6666	29.8430	
MNI.img	PrCuWM_L	2950	195.0000	403.0000	324.1773	38.6967	
MNI.img	PrCuWM_R	3119	213.0000	424.0000	327.4418	37.3582	
MNI.img	STWM_L	8671	196.0000	411.0000	335.3404	33.0976	
MNI.img	STWM_R	9826	201.0000	434.0000	354.4653	40.5677	
MNI.img	STWM_L_pole	1045	166.0000	342.0000	269.8909	30.2894	
MNI.img	STWM_R_pole	955	199.0000	359.0000	282.1654	26.8817	
MNI.img	MTWM_L	9519	189.0000	409.0000	335.9822	31.5603	
MNI.img	MTWM_R	10889	209.0000	432.0000	356.3266	36.0703	
MNI.img	MTWM_L_pole	860	175.0000	379.0000	300.9488	37.6825	
MNI.img	MTWM_R_pole	734	201.0000	377.0000	307.8147	34.8657	
MNI.img	ITWM_L	4848	172.0000	381.0000	309.6788	32.0252	
MNI.img	ITWM_R	4785	192.0000	444.0000	335.6353	35.6579	
MNI.img	FuWM_L	4902	177.0000	406.0000	313.0683	37.6007	
MNI.img	FuWM_R	5098	178.0000	444.0000	333.4551	42.1270	
MNI.img	SOWM_L	4295	204.0000	402.0000	337.2391	29.7897	
MNI.img	SOWM_R	4884	229.0000	421.0000	349.7686	32.5690	
MNI.img	MOWM_L	11802	179.0000	390.0000	323.5864	34.9124	
MNI.img	MOWM_R	11309	202.0000	427.0000	351.3943	34.9824	
MNI.img	IOWM_L	2459	184.0000	372.0000	308.9154	33.2850	
MNI.img	IOWM_R	2805	246.0000	423.0000	355.1544	29.4328	
MNI.img	CuWM_L	3871	194.0000	396.0000	317.1857	37.5549	
MNI.img	CuWM_R	3142	192.0000	428.0000	326.0977	41.4056	
MNI.img	LWM_L	5123	195.0000	412.0000	328.5278	40.4633	
MNI.img	LWM_R	4502	204.0000	454.0000	347.5737	44.1921	
MNI.img	rostralWM_ACC_L	143	233.0000	357.0000	301.3566	26.6729	
MNI.img	rostralWM_ACC_R	1	255.0000	255.0000	255.0000	0.0000e+00	
MNI.img	subcallosalWM_ACC_L	74	307.0000	394.0000	360.6486	19.7261	
MNI.img	subcallosalWM_ACC_R	119	252.0000	388.0000	325.6218	30.3104	
MNI.img	subgenualWM_ACC_L	182	260.0000	399.0000	338.5165	30.7649	
MNI.img	subgenualWM_ACC_R	102	258.0000	407.0000	334.9608	37.8845	
MNI.img	dorsalWM_ACC_L	2219	204.0000	414.0000	322.1100	39.5142	
MNI.img	dorsalWM_ACC_R	1604	204.0000	406.0000	310.0455	35.0204	
MNI.img	PCCWM_L	3433	195.0000	425.0000	351.8258	35.6937	
MNI.img	PCCWM_R	3496	224.0000	432.0000	361.0137	35.2716	
MNI.img	CerebellumWM_R	10376	213.0000	437.0000	339.2543	28.0776	
MNI.img	CerebellumWM_L	9847	210.0000	391.0000	322.7000	26.4138	
MNI.img	MCP_cb_L	3394	264.0000	379.0000	325.9806	15.5002	
MNI.img	MCP_cb_R	3007	267.0000	392.0000	339.9701	18.5970	
MNI.img	ICP_pons_L	732	247.0000	390.0000	316.5806	20.7842	
MNI.img	ICP_pons_R	699	229.0000	389.0000	323.0715	23.4551	
MNI.img	FrontSul_L	23218	15.0000	196.0000	101.0726	35.4586	
MNI.img	FrontSul_R	18878	16.0000	216.0000	104.4094	36.3896	
MNI.img	CentralSul_L	3674	0.0000e+00	223.0000	93.1930	41.3404	
MNI.img	CentralSul_R	3584	0.0000e+00	232.0000	88.3039	43.6694	
MNI.img	SylFrontSul_L	4805	13.0000	198.0000	100.9834	36.4038	
MNI.img	SylFrontSul_R	5344	14.0000	225.0000	107.2683	41.9273	
MNI.img	SylTempSul_L	5986	20.0000	244.0000	104.2618	38.6162	
MNI.img	SylTempSul_R	5533	15.0000	234.0000	109.8059	43.8413	
MNI.img	SylParieSul_L	508	26.0000	176.0000	109.5610	30.3959	
MNI.img	SylParieSul_R	601	17.0000	211.0000	98.5491	42.5223	
MNI.img	ParietSul_L	13352	0.0000e+00	238.0000	96.4759	39.6630	
MNI.img	ParietSul_R	12286	12.0000	217.0000	94.8026	39.7135	
MNI.img	CinguSul_L	6788	17.0000	201.0000	108.2898	37.4607	
MNI.img	CinguSul_R	6588	15.0000	222.0000	109.0131	33.7699	
MNI.img	OcciptSul_L	4631	21.0000	229.0000	107.8616	34.2005	
MNI.img	OcciptSul_R	3952	25.0000	217.0000	109.4223	34.0725	
MNI.img	TempSul_L	3586	0.0000e+00	183.0000	111.6447	26.9749	
MNI.img	TempSul_R	2751	25.0000	210.0000	112.9357	34.2695	
MNI.img	Caudate_tail_L	489	146.0000	381.0000	242.1677	42.8046	
MNI.img	Fimbria_L	47	154.0000	375.0000	296.4255	43.5542	
MNI.img	Caudate_tail_R	618	128.0000	431.0000	272.4207	49.2386	
MNI.img	Fimbria_R	30	198.0000	361.0000	284.9667	42.1770	
MNI.img	Chroid_LVetc_L	195	178.0000	303.0000	246.1026	29.6451	
MNI.img	Chroid_LVetc_R	247	133.0000	312.0000	231.3279	32.8492	



Type2-L1 Statistics

MNI.img	Hemisphere_L	525188	26.0000	467.0000	270.9892	84.7396	
MNI.img	Hemisphere_R	540251	0.0000e+00	486.0000	280.0576	87.8560	
MNI.img	Brainstem	38248	0.0000e+00	467.0000	324.4982	38.6336	
MNI.img	Cerebellum	138244	36.0000	437.0000	236.1159	62.1788	
MNI.img	CSF	161969	0.0000e+00	398.0000	104.2457	47.8415	



Type2-L2 Statistics

MNI.img	Hemisphere_L	397577	26.0000	427.0000	245.6859	77.7675	
MNI.img	Hemisphere_R	411595	0.0000e+00	454.0000	255.4971	81.4836	
MNI.img	CerebralNucli_L	15191	116.0000	406.0000	266.4741	50.5466	
MNI.img	CerebralNucli_R	16071	104.0000	431.0000	271.3384	53.1288	
MNI.img	Thalamus_L	7164	190.0000	398.0000	309.1367	29.4848	
MNI.img	Thalamus_R	7385	156.0000	405.0000	305.9342	34.1757	
MNI.img	BasalForebrain_L	3634	59.0000	446.0000	291.7611	61.3704	
MNI.img	BasalForebrain_R	3493	63.0000	421.0000	288.6705	60.5931	
MNI.img	midbrain	13463	172.0000	467.0000	347.3360	38.7071	
MNI.img	Cerebellum_R	69699	40.0000	437.0000	243.0966	62.4818	
MNI.img	Cerebellum_L	68545	36.0000	391.0000	229.0177	61.0562	
MNI.img	Brainstem_L	12103	0.0000e+00	390.0000	310.3583	32.3854	
MNI.img	Brainstem_R	12682	0.0000e+00	391.0000	313.7483	32.4027	
MNI.img	WhiteMatter_L	101622	99.0000	467.0000	367.2264	31.3770	
MNI.img	WhiteMatter_R	101707	68.0000	486.0000	378.6538	35.3323	
MNI.img	Ventricle	35904	10.0000	398.0000	110.1216	72.2452	
MNI.img	Sulcus_L	66548	0.0000e+00	244.0000	101.8388	37.0454	
MNI.img	Sulcus_R	59517	0.0000e+00	234.0000	103.3922	38.9565	



Type2-L3 Statistics

MNI.img	Frontal_L	131269	60.0000	427.0000	256.4176	76.7737	
MNI.img	Frontal_R	139665	0.0000e+00	439.0000	262.1470	79.7445	
MNI.img	Parietal_L	77628	53.0000	419.0000	269.8930	78.1064	
MNI.img	Parietal_R	77453	46.0000	448.0000	285.3852	82.5134	
MNI.img	Temporal_L	83596	26.0000	411.0000	233.4428	81.0325	
MNI.img	Temporal_R	88282	0.0000e+00	444.0000	250.9879	85.3745	
MNI.img	Limbic_L	41665	34.0000	425.0000	220.0082	67.6783	
MNI.img	Limbic_R	43565	0.0000e+00	432.0000	216.8642	67.0400	
MNI.img	Occipital_L	64510	30.0000	412.0000	249.6913	79.1685	
MNI.img	Occipital_R	64953	34.0000	454.0000	263.6965	84.0455	
MNI.img	Insula_L	9778	43.0000	351.0000	194.4526	43.5130	
MNI.img	Insula_R	9657	55.0000	359.0000	201.0385	45.9905	
MNI.img	BasalGang_L	13190	146.0000	406.0000	277.1440	44.3305	
MNI.img	BasalGang_R	13941	104.0000	431.0000	281.6660	47.6809	
MNI.img	Thalamus_L	7164	190.0000	398.0000	309.1367	29.4848	
MNI.img	Thalamus_R	7385	156.0000	405.0000	305.9342	34.1757	
MNI.img	BasalForebrain_L	3634	59.0000	446.0000	291.7611	61.3704	
MNI.img	BasalForebrain_R	3493	63.0000	421.0000	288.6705	60.5931	
MNI.img	midbrain_L	6582	216.0000	467.0000	347.3108	36.4387	
MNI.img	midbrain_R	6881	172.0000	465.0000	347.3601	40.7590	
MNI.img	Cerebellum_R	69699	40.0000	437.0000	243.0966	62.4818	
MNI.img	Cerebellum_L	68545	36.0000	391.0000	229.0177	61.0562	
MNI.img	Pons_L	9171	173.0000	390.0000	317.4001	23.5853	
MNI.img	Pons_R	9885	143.0000	391.0000	319.3620	25.7412	
MNI.img	Medulla_L	2932	0.0000e+00	382.0000	288.3322	44.1500	
MNI.img	Medulla_R	2797	0.0000e+00	389.0000	293.9088	43.7474	
MNI.img	AnteriorWM_L	33673	123.0000	443.0000	371.1476	22.1488	
MNI.img	AnteriorWM_R	33989	114.0000	446.0000	378.2853	24.0286	
MNI.img	PosteriorWM_L	7938	120.0000	419.0000	363.3049	32.9781	
MNI.img	PosteriorWM_R	6763	123.0000	435.0000	376.1868	44.0483	
MNI.img	CorpusCallosum_L	14328	223.0000	467.0000	387.6956	26.2780	
MNI.img	CorpusCallosum_R	15588	189.0000	486.0000	393.3136	29.5554	
MNI.img	InferiorWM_L	28588	125.0000	453.0000	360.0723	34.1965	
MNI.img	InferiorWM_R	26791	129.0000	476.0000	378.4715	40.5899	
MNI.img	LimbicWM_L	8227	99.0000	467.0000	347.4152	47.2966	
MNI.img	LimbicWM_R	8726	68.0000	460.0000	348.7683	51.1371	
MNI.img	LateralVentricle_L	13451	14.0000	369.0000	109.7696	68.3504	
MNI.img	LateralVentricle_R	15496	10.0000	398.0000	102.5809	74.9312	
MNI.img	IIIandIV_Ventricle	6957	17.0000	368.0000	127.5982	70.4647	
MNI.img	FrontSul_L	28023	13.0000	198.0000	101.0573	35.6225	
MNI.img	FrontSul_R	24222	14.0000	225.0000	105.0402	37.7000	
MNI.img	CentralSul_L	3674	0.0000e+00	223.0000	93.1930	41.3404	
MNI.img	CentralSul_R	3584	0.0000e+00	232.0000	88.3039	43.6694	
MNI.img	TempSul_L	9572	0.0000e+00	244.0000	107.0277	34.8988	
MNI.img	TempSul_R	8284	15.0000	234.0000	110.8452	40.9383	
MNI.img	ParietSul_L	13860	0.0000e+00	238.0000	96.9555	39.4386	
MNI.img	ParietSul_R	12887	12.0000	217.0000	94.9773	39.8567	
MNI.img	CinguSul_L	6788	17.0000	201.0000	108.2898	37.4607	
MNI.img	CinguSul_R	6588	15.0000	222.0000	109.0131	33.7699	
MNI.img	OcciptSul_L	4631	21.0000	229.0000	107.8616	34.2005	
MNI.img	OcciptSul_R	3952	25.0000	217.0000	109.4223	34.0725	



Type2-L4 Statistics

MNI.img	Frontal_L	131269	60.0000	427.0000	256.4176	76.7737	
MNI.img	Frontal_R	139665	0.0000e+00	439.0000	262.1470	79.7445	
MNI.img	Parietal_L	77628	53.0000	419.0000	269.8930	78.1064	
MNI.img	Parietal_R	77453	46.0000	448.0000	285.3852	82.5134	
MNI.img	Temporal_L	83596	26.0000	411.0000	233.4428	81.0325	
MNI.img	Temporal_R	88282	0.0000e+00	444.0000	250.9879	85.3745	
MNI.img	Limbic_L	14760	56.0000	425.0000	256.1877	79.9489	
MNI.img	Limbic_R	14538	66.0000	432.0000	259.7427	78.0533	
MNI.img	Occipital_L	64510	30.0000	412.0000	249.6913	79.1685	
MNI.img	Occipital_R	64953	34.0000	454.0000	263.6965	84.0455	
MNI.img	Cingulate_L	26905	34.0000	405.0000	200.1603	49.7449	
MNI.img	Cingulate_R	29027	0.0000e+00	410.0000	195.3888	48.0833	
MNI.img	Insula_L	9778	43.0000	351.0000	194.4526	43.5130	
MNI.img	Insula_R	9657	55.0000	359.0000	201.0385	45.9905	
MNI.img	Striatum_L	11549	146.0000	385.0000	266.4400	35.4914	
MNI.img	Striatum_R	12284	104.0000	431.0000	271.0283	39.4664	
MNI.img	GP_L	1641	253.0000	406.0000	352.4765	21.1987	
MNI.img	GP_R	1657	244.0000	426.0000	360.5275	22.8583	
MNI.img	Thalamus_L	7164	190.0000	398.0000	309.1367	29.4848	
MNI.img	Thalamus_R	7385	156.0000	405.0000	305.9342	34.1757	
MNI.img	BasalForebrain_L	3634	59.0000	446.0000	291.7611	61.3704	
MNI.img	BasalForebrain_R	3493	63.0000	421.0000	288.6705	60.5931	
MNI.img	midbrain_L	6582	216.0000	467.0000	347.3108	36.4387	
MNI.img	midbrain_R	6881	172.0000	465.0000	347.3601	40.7590	
MNI.img	Cerebellum_R	56316	40.0000	382.0000	220.2073	44.0387	
MNI.img	Cerebellum_L	55304	36.0000	362.0000	206.3867	42.7741	
MNI.img	Pons_L	9171	173.0000	390.0000	317.4001	23.5853	
MNI.img	Pons_R	9885	143.0000	391.0000	319.3620	25.7412	
MNI.img	Medulla_L	2932	0.0000e+00	382.0000	288.3322	44.1500	
MNI.img	Medulla_R	2797	0.0000e+00	389.0000	293.9088	43.7474	
MNI.img	ant_DPWM_L	34277	120.0000	443.0000	369.3191	26.7435	
MNI.img	ant_DPWM_R	34739	114.0000	446.0000	375.9363	29.7851	
MNI.img	post_DPWM_L	7334	327.0000	419.0000	371.2048	11.7357	
MNI.img	post_DPWM_R	6013	331.0000	435.0000	389.4959	12.9591	
MNI.img	CorpusCallosum_L	14328	223.0000	467.0000	387.6956	26.2780	
MNI.img	CorpusCallosum_R	15588	189.0000	486.0000	393.3136	29.5554	
MNI.img	inf_DPWM_L	22456	125.0000	447.0000	357.0799	36.0652	
MNI.img	inf_DPWM_R	20370	129.0000	476.0000	379.0353	44.7246	
MNI.img	InternalCapsule_L	6132	276.0000	453.0000	371.0305	23.1451	
MNI.img	InternalCapsule_R	6421	289.0000	464.0000	376.6829	22.8965	
MNI.img	LimbicWM_L	8227	99.0000	467.0000	347.4152	47.2966	
MNI.img	LimbicWM_R	8726	68.0000	460.0000	348.7683	51.1371	
MNI.img	AnteriorLateralVentricle_L	9635	14.0000	365.0000	105.1760	66.7453	
MNI.img	PosteriorLateralVentricle_L	2249	15.0000	368.0000	97.7772	70.4122	
MNI.img	InferiorLateralVentricle_L	1567	27.0000	369.0000	155.2259	56.4981	
MNI.img	AnteriorLateralVentricle_R	11259	10.0000	394.0000	94.0342	71.2939	
MNI.img	PosteriorLateralVentricle_R	2635	15.0000	398.0000	102.8190	80.3316	
MNI.img	InferiorLateralVentricle_R	1602	37.0000	382.0000	162.2566	62.4416	
MNI.img	IIIandIV_Ventricle	6957	17.0000	368.0000	127.5982	70.4647	
MNI.img	CerebellumWM_R	13383	213.0000	437.0000	339.4152	26.2491	
MNI.img	CerebellumWM_L	13241	210.0000	391.0000	323.5409	24.1348	
MNI.img	FrontSul_L	23218	15.0000	196.0000	101.0726	35.4586	
MNI.img	FrontSul_R	18878	16.0000	216.0000	104.4094	36.3896	
MNI.img	CentralSul_L	3674	0.0000e+00	223.0000	93.1930	41.3404	
MNI.img	CentralSul_R	3584	0.0000e+00	232.0000	88.3039	43.6694	
MNI.img	SylAntInsularSul_L	4805	13.0000	198.0000	100.9834	36.4038	
MNI.img	SylAntInsularSul_R	5344	14.0000	225.0000	107.2683	41.9273	
MNI.img	SylPostInsularSul_L	5986	20.0000	244.0000	104.2618	38.6162	
MNI.img	SylPostInsularSul_R	5533	15.0000	234.0000	109.8059	43.8413	
MNI.img	SylExtSMG_L	508	26.0000	176.0000	109.5610	30.3959	
MNI.img	SylExtSMG_R	601	17.0000	211.0000	98.5491	42.5223	
MNI.img	ParietSul_L	13352	0.0000e+00	238.0000	96.4759	39.6630	
MNI.img	ParietSul_R	12286	12.0000	217.0000	94.8026	39.7135	
MNI.img	CinguSul_L	6788	17.0000	201.0000	108.2898	37.4607	
MNI.img	CinguSul_R	6588	15.0000	222.0000	109.0131	33.7699	
MNI.img	OcciptSul_L	4631	21.0000	229.0000	107.8616	34.2005	
MNI.img	OcciptSul_R	3952	25.0000	217.0000	109.4223	34.0725	
MNI.img	TempSul_L	3586	0.0000e+00	183.0000	111.6447	26.9749	
MNI.img	TempSul_R	2751	25.0000	210.0000	112.9357	34.2695	



Type2-L5 Statistics

MNI.img	SF_L	18861	66.0000	402.0000	261.5827	77.1916	
MNI.img	SF_R	17263	48.0000	411.0000	271.2033	77.3175	
MNI.img	SF_PFC_L	15477	72.0000	405.0000	258.5904	75.8473	
MNI.img	SF_PFC_R	20717	70.0000	415.0000	270.7039	79.7244	
MNI.img	SF_pole_L	1730	94.0000	373.0000	217.3925	55.3763	
MNI.img	SF_pole_R	4138	82.0000	375.0000	224.5522	63.4156	
MNI.img	MF_L	17087	67.0000	397.0000	257.7561	75.3653	
MNI.img	MF_R	14894	70.0000	407.0000	268.6984	79.5462	
MNI.img	MF_DPFC_L	12505	70.0000	412.0000	238.9626	70.8303	
MNI.img	MF_DPFC_R	15743	61.0000	419.0000	239.8394	76.3666	
MNI.img	IF_opercularis_L	6485	62.0000	402.0000	251.8356	82.1459	
MNI.img	IF_opercularis_R	6180	67.0000	417.0000	279.2092	81.3130	
MNI.img	IF_orbitalis_L	5903	83.0000	411.0000	267.1745	80.5964	
MNI.img	IF_orbitalis_R	5056	61.0000	433.0000	270.9788	84.4614	
MNI.img	IF_triangularis_L	6733	60.0000	407.0000	279.9987	78.1673	
MNI.img	IF_triangularis_R	5313	66.0000	409.0000	279.5998	77.9278	
MNI.img	LFO_L	5713	81.0000	418.0000	244.6792	74.0509	
MNI.img	LFO_R	6134	54.0000	439.0000	230.5716	72.0232	
MNI.img	MFO_L	6452	64.0000	427.0000	246.8952	78.0697	
MNI.img	MFO_R	6766	0.0000e+00	411.0000	220.9271	75.5012	
MNI.img	R_L	7845	68.0000	415.0000	227.2068	79.3658	
MNI.img	R_R	8707	80.0000	414.0000	232.3374	79.2294	
MNI.img	PoC_L	20508	59.0000	398.0000	265.1878	69.9651	
MNI.img	PoC_R	19098	63.0000	436.0000	278.3192	72.1728	
MNI.img	PrC_L	26478	65.0000	406.0000	267.6337	72.9447	
MNI.img	PrC_R	28754	67.0000	423.0000	281.7919	74.3233	
MNI.img	SP_L	15051	78.0000	407.0000	287.3439	72.5206	
MNI.img	SP_R	12258	86.0000	428.0000	310.3190	73.8271	
MNI.img	SM_L	11105	78.0000	401.0000	244.3636	73.1950	
MNI.img	SM_R	10349	77.0000	432.0000	265.8202	79.3844	
MNI.img	A_L	11061	53.0000	380.0000	242.5939	73.0406	
MNI.img	A_R	14566	50.0000	414.0000	257.5669	77.3047	
MNI.img	PrCu_L	11035	54.0000	403.0000	232.0885	72.8638	
MNI.img	PrCu_R	11332	46.0000	424.0000	237.0208	71.5067	
MNI.img	ST_L	20020	47.0000	411.0000	257.5259	78.8503	
MNI.img	ST_R	21452	64.0000	434.0000	276.4807	83.7742	
MNI.img	ST_L_pole	4679	84.0000	342.0000	190.9184	54.8817	
MNI.img	ST_R_pole	4304	86.0000	359.0000	196.4737	56.6158	
MNI.img	MT_L	21185	45.0000	409.0000	252.5507	86.1099	
MNI.img	MT_R	22705	34.0000	432.0000	270.3393	92.9830	
MNI.img	MT_L_pole	1478	82.0000	379.0000	248.5805	73.4395	
MNI.img	MT_R_pole	1345	101.0000	377.0000	249.3658	75.4623	
MNI.img	IT_L	14105	37.0000	381.0000	220.5475	77.9591	
MNI.img	IT_R	15800	34.0000	444.0000	237.4970	79.5817	
MNI.img	PHG_L	1294	85.0000	334.0000	204.5039	40.1284	
MNI.img	PHG_R	1433	66.0000	381.0000	219.1675	48.1566	
MNI.img	ENT_L	578	113.0000	327.0000	205.9567	35.0925	
MNI.img	ENT_R	597	121.0000	337.0000	204.3534	42.6918	
MNI.img	Fu_L	22129	26.0000	406.0000	209.5621	72.5435	
MNI.img	Fu_R	22676	0.0000e+00	444.0000	227.3384	74.0367	
MNI.img	SO_L	6989	81.0000	402.0000	289.2377	71.9784	
MNI.img	SO_R	7475	55.0000	421.0000	301.8148	76.3142	
MNI.img	MO_L	25081	41.0000	390.0000	251.3077	81.2331	
MNI.img	MO_R	24387	46.0000	427.0000	271.8433	86.5436	
MNI.img	IO_L	6665	53.0000	372.0000	230.3127	75.7262	
MNI.img	IO_R	8791	65.0000	423.0000	251.6537	84.5159	
MNI.img	Cu_L	10016	52.0000	396.0000	246.0628	72.6512	
MNI.img	Cu_R	8794	53.0000	428.0000	249.9301	74.2792	
MNI.img	LG_L	10636	30.0000	354.0000	197.4809	51.9228	
MNI.img	LG_R	11004	34.0000	377.0000	206.0542	51.2082	
MNI.img	rostral_ACC_L	3125	73.0000	362.0000	191.6742	51.9393	
MNI.img	rostral_ACC_R	3609	82.0000	338.0000	179.9950	46.4043	
MNI.img	subcallosal_ACC_L	534	109.0000	394.0000	224.2809	73.8081	
MNI.img	subcallosal_ACC_R	752	93.0000	388.0000	212.7261	65.0546	
MNI.img	subgenual_ACC_L	2037	119.0000	405.0000	235.3206	57.5391	
MNI.img	subgenual_ACC_R	1924	89.0000	410.0000	222.6793	58.7137	
MNI.img	dorsal_ACC_L	15106	36.0000	414.0000	215.2968	63.4035	
MNI.img	dorsal_ACC_R	14462	50.0000	406.0000	203.5143	58.0827	
MNI.img	PCC_L	12154	34.0000	425.0000	245.9203	82.5216	
MNI.img	PCC_R	13602	0.0000e+00	432.0000	244.2954	82.3759	
MNI.img	Insula_L	9778	43.0000	351.0000	194.4526	43.5130	
MNI.img	Insula_R	9657	55.0000	359.0000	201.0385	45.9905	
MNI.img	Amyg_L	2001	116.0000	334.0000	196.1409	27.2998	
MNI.img	Amyg_R	2130	130.0000	369.0000	203.7432	33.9113	
MNI.img	Hippo_L	4836	56.0000	376.0000	196.6933	43.8331	
MNI.img	Hippo_R	5056	72.0000	399.0000	212.3248	48.4976	
MNI.img	Caud_L	4267	146.0000	385.0000	257.2079	36.9655	
MNI.img	Caud_R	4337	139.0000	420.0000	251.2993	35.0949	
MNI.img	Put_L	6004	147.0000	372.0000	277.0498	30.6690	
MNI.img	Put_R	6498	104.0000	406.0000	286.4455	34.8613	
MNI.img	GP_L	1641	253.0000	406.0000	352.4765	21.1987	
MNI.img	GP_R	1657	244.0000	426.0000	360.5275	22.8583	
MNI.img	Thalamus_L	7164	190.0000	398.0000	309.1367	29.4848	
MNI.img	Thalamus_R	7385	156.0000	405.0000	305.9342	34.1757	
MNI.img	HypoThalamus_L	691	129.0000	386.0000	269.2373	42.8026	
MNI.img	HypoThalamus_R	764	161.0000	375.0000	276.0497	42.3324	
MNI.img	BasalForebrain_L	2341	59.0000	446.0000	310.5070	61.9318	
